,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
329,2,Guts,,Scrappy,85.0,159.0,70.0,45.0,60.0,15.0,Flying,,1,3,Medium Slow,0.7,60.0,0,0,0,Swellow,50.0,277,75.0,50.0,Swallow Pokémon,125.0,455.0,Normal,Flying,2,19.8
330,3,Keen Eye,Hydration,Rain Dish,30.0,54.0,70.0,190.0,30.0,20.0,Flying,Water 1,2,3,Medium Fast,0.6,40.0,0,0,0,Wingull,50.0,278,55.0,30.0,Seagull Pokémon,85.0,270.0,Water,Flying,2,9.5
331,3,Keen Eye,Drizzle,Rain Dish,50.0,154.0,70.0,45.0,100.0,20.0,Flying,Water 1,2,3,Medium Fast,1.2,60.0,0,0,0,Pelipper,50.0,279,95.0,70.0,Water Bird Pokémon,65.0,440.0,Water,Flying,2,28.0
332,3,Synchronize,Trace,Telepathy,25.0,40.0,35.0,235.0,25.0,20.0,Amorphous,Human-Like,2,3,Slow,0.4,28.0,0,0,0,Ralts,50.0,280,45.0,35.0,Feeling Pokémon,40.0,198.0,Psychic,Fairy,2,6.6
333,3,Synchronize,Trace,Telepathy,35.0,97.0,35.0,120.0,35.0,20.0,Amorphous,Human-Like,2,3,Slow,0.8,38.0,0,0,0,Kirlia,50.0,281,65.0,55.0,Emotion Pokémon,50.0,278.0,Psychic,Fairy,2,20.2
334,3,Synchronize,Trace,Telepathy,65.0,233.0,35.0,45.0,65.0,20.0,Amorphous,Human-Like,2,3,Slow,1.6,68.0,0,0,0,Gardevoir,50.0,282,125.0,115.0,Embrace Pokémon,80.0,518.0,Psychic,Fairy,2,48.4
335,1,Pixilate,,,85.0,278.0,35.0,45.0,65.0,20.0,Amorphous,,1,3,Slow,1.6,68.0,0,0,0,Mega Gardevoir,50.0,282,165.0,135.0,Embrace Pokémon,100.0,618.0,Psychic,Fairy,2,48.4
336,2,Swift Swim,,Rain Dish,30.0,54.0,70.0,200.0,32.0,15.0,Bug,Water 1,2,3,Medium Fast,0.5,40.0,0,0,0,Surskit,50.0,283,50.0,52.0,Pond Skater Pokémon,65.0,269.0,Bug,Water,2,1.7
337,2,Intimidate,,Unnerve,60.0,159.0,70.0,75.0,62.0,15.0,Bug,Water 1,2,3,Medium Fast,0.8,70.0,0,0,0,Masquerain,50.0,284,100.0,82.0,Eyeball Pokémon,80.0,454.0,Bug,Flying,2,3.6
338,3,Effect Spore,Poison Heal,Quick Feet,40.0,59.0,70.0,255.0,60.0,15.0,Fairy,Grass,2,3,Fluctuating,0.4,60.0,0,0,0,Shroomish,50.0,285,40.0,60.0,Mushroom Pokémon,35.0,295.0,Grass,,1,4.5
339,3,Effect Spore,Poison Heal,Technician,130.0,161.0,70.0,90.0,80.0,15.0,Fairy,Grass,2,3,Fluctuating,1.2,60.0,0,0,0,Breloom,50.0,286,60.0,60.0,Mushroom Pokémon,70.0,460.0,Grass,Fighting,2,39.2
340,1,Truant,,,60.0,56.0,70.0,255.0,60.0,15.0,Field,,1,3,Slow,0.8,60.0,0,0,0,Slakoth,50.0,287,35.0,35.0,Slacker Pokémon,30.0,280.0,Normal,,1,24.0
341,1,Vital Spirit,,,80.0,154.0,70.0,120.0,80.0,15.0,Field,,1,3,Slow,1.4,80.0,0,0,0,Vigoroth,50.0,288,55.0,55.0,Wild Monkey Pokémon,90.0,440.0,Normal,,1,46.5
342,1,Truant,,,160.0,252.0,70.0,45.0,100.0,15.0,Field,,1,3,Slow,2.0,150.0,0,0,0,Slaking,50.0,289,95.0,65.0,Lazy Pokémon,100.0,670.0,Normal,,1,130.5
343,2,Compound Eyes,,Run Away,45.0,53.0,70.0,255.0,90.0,15.0,Bug,,1,3,Erratic,0.5,31.0,0,0,0,Nincada,50.0,290,30.0,30.0,Trainee Pokémon,40.0,266.0,Bug,Ground,2,5.5
344,2,Speed Boost,,Infiltrator,90.0,160.0,70.0,120.0,45.0,15.0,Bug,,1,3,Erratic,0.8,61.0,0,0,0,Ninjask,50.0,291,50.0,50.0,Ninja Pokémon,160.0,456.0,Bug,Flying,2,12.0
345,1,Wonder Guard,,,90.0,83.0,70.0,45.0,45.0,15.0,Mineral,,1,3,Erratic,0.8,1.0,0,0,0,Shedinja,,292,30.0,30.0,Shed Pokémon,40.0,236.0,Bug,Ghost,2,1.2
346,2,Soundproof,,Rattled,51.0,48.0,70.0,190.0,23.0,20.0,Field,Monster,2,3,Medium Slow,0.6,64.0,0,0,0,Whismur,50.0,293,51.0,23.0,Whisper Pokémon,28.0,240.0,Normal,,1,16.3
347,2,Soundproof,,Scrappy,71.0,126.0,70.0,120.0,43.0,20.0,Field,Monster,2,3,Medium Slow,1.0,84.0,0,0,0,Loudred,50.0,294,71.0,43.0,Big Voice Pokémon,48.0,360.0,Normal,,1,40.5
348,2,Soundproof,,Scrappy,91.0,221.0,70.0,45.0,63.0,20.0,Field,Monster,2,3,Medium Slow,1.5,104.0,0,0,0,Exploud,50.0,295,91.0,73.0,Loud Noise Pokémon,68.0,490.0,Normal,,1,84.0
349,3,Thick Fat,Guts,Sheer Force,60.0,47.0,70.0,180.0,30.0,20.0,Human-Like,,1,3,Fluctuating,1.0,72.0,0,0,0,Makuhita,75.0,296,20.0,30.0,Guts Pokémon,25.0,237.0,Fighting,,1,86.4
350,3,Thick Fat,Guts,Sheer Force,120.0,166.0,70.0,200.0,60.0,20.0,Human-Like,,1,3,Fluctuating,2.3,144.0,0,0,0,Hariyama,75.0,297,40.0,60.0,Arm Thrust Pokémon,50.0,474.0,Fighting,,1,253.8
351,3,Thick Fat,Huge Power,Sap Sipper,20.0,38.0,70.0,150.0,40.0,10.0,Undiscovered,,1,3,Fast,0.2,50.0,0,0,0,Azurill,25.0,298,20.0,40.0,Polka Dot Pokémon,20.0,190.0,Normal,Fairy,2,2.0
352,3,Sturdy,Magnet Pull,Sand Force,45.0,75.0,70.0,255.0,135.0,20.0,Mineral,,1,3,Medium Fast,1.0,30.0,0,0,0,Nosepass,50.0,299,45.0,90.0,Compass Pokémon,30.0,375.0,Rock,,1,97.0
353,3,Cute Charm,Normalize,Wonder Skin,45.0,52.0,70.0,255.0,45.0,15.0,Fairy,Field,2,3,Fast,0.6,50.0,0,0,0,Skitty,25.0,300,35.0,35.0,Kitten Pokémon,50.0,260.0,Normal,,1,11.0
354,3,Cute Charm,Normalize,Wonder Skin,65.0,140.0,70.0,60.0,65.0,15.0,Fairy,Field,2,3,Fast,1.1,70.0,0,0,0,Delcatty,25.0,301,55.0,55.0,Prim Pokémon,90.0,400.0,Normal,,1,32.6
355,3,Keen Eye,Stall,Prankster,75.0,133.0,35.0,45.0,75.0,25.0,Human-Like,,1,3,Medium Slow,0.5,50.0,0,0,0,Sableye,50.0,302,65.0,65.0,Darkness Pokémon,50.0,380.0,Dark,Ghost,2,11.0
356,1,Magic Bounce,,,85.0,168.0,35.0,45.0,125.0,25.0,Human-Like,,1,3,Medium Slow,0.5,50.0,0,0,0,Mega Sableye,50.0,302,85.0,115.0,Darkness Pokémon,20.0,480.0,Dark,Ghost,2,161.0
357,3,Hyper Cutter,Intimidate,Sheer Force,85.0,133.0,70.0,45.0,85.0,20.0,Fairy,Field,2,3,Fast,0.6,50.0,0,0,0,Mawile,50.0,303,55.0,55.0,Deceiver Pokémon,50.0,380.0,Steel,Fairy,2,11.5
358,1,Huge Power,,,105.0,168.0,70.0,45.0,125.0,20.0,Fairy,Field,2,3,Fast,1.0,50.0,0,0,0,Mega Mawile,50.0,303,55.0,95.0,Deceiver Pokémon,50.0,480.0,Steel,Fairy,2,23.5
359,3,Sturdy,Rock Head,Heavy Metal,70.0,66.0,35.0,180.0,100.0,35.0,Monster,,1,3,Slow,0.4,50.0,0,0,0,Aron,50.0,304,40.0,40.0,Iron Armor Pokémon,30.0,330.0,Steel,Rock,2,60.0
360,3,Sturdy,Rock Head,Heavy Metal,90.0,151.0,35.0,90.0,140.0,35.0,Monster,,1,3,Slow,0.9,60.0,0,0,0,Lairon,50.0,305,50.0,50.0,Iron Armor Pokémon,40.0,430.0,Steel,Rock,2,120.0
361,3,Sturdy,Rock Head,Heavy Metal,110.0,239.0,35.0,45.0,180.0,35.0,Monster,,1,3,Slow,2.1,70.0,0,0,0,Aggron,50.0,306,60.0,60.0,Iron Armor Pokémon,50.0,530.0,Steel,Rock,2,360.0
362,1,Filter,,,140.0,284.0,35.0,45.0,230.0,35.0,Monster,,1,3,Slow,2.2,70.0,0,0,0,Mega Aggron,50.0,306,60.0,80.0,Iron Armor Pokémon,50.0,630.0,Steel,,1,395.0
363,2,Pure Power,,Telepathy,40.0,56.0,70.0,180.0,55.0,20.0,Human-Like,,1,3,Medium Fast,0.6,30.0,0,0,0,Meditite,50.0,307,40.0,55.0,Meditate Pokémon,60.0,280.0,Fighting,Psychic,2,11.2
364,2,Pure Power,,Telepathy,60.0,144.0,70.0,90.0,75.0,20.0,Human-Like,,1,3,Medium Fast,1.3,60.0,0,0,0,Medicham,50.0,308,60.0,75.0,Meditate Pokémon,80.0,410.0,Fighting,Psychic,2,31.5
365,1,Pure Power,,,100.0,179.0,70.0,90.0,85.0,20.0,Human-Like,,1,3,Medium Fast,1.3,60.0,0,0,0,Mega Medicham,50.0,308,80.0,85.0,Meditate Pokémon,100.0,510.0,Fighting,Psychic,2,31.5
366,3,Static,Lightning Rod,Minus,45.0,59.0,70.0,120.0,40.0,20.0,Field,,1,3,Slow,0.6,40.0,0,0,0,Electrike,50.0,309,65.0,40.0,Lightning Pokémon,65.0,295.0,Electric,,1,15.2
367,3,Static,Lightning Rod,Minus,75.0,166.0,70.0,45.0,60.0,20.0,Field,,1,3,Slow,1.5,70.0,0,0,0,Manectric,50.0,310,105.0,60.0,Discharge Pokémon,105.0,475.0,Electric,,1,40.2
368,1,Intimidate,,,75.0,201.0,70.0,45.0,80.0,20.0,Field,,1,3,Slow,1.8,70.0,0,0,0,Mega Manectric,50.0,310,135.0,80.0,Discharge Pokémon,135.0,575.0,Electric,,1,44.0
369,2,Plus,,Lightning Rod,50.0,142.0,70.0,200.0,40.0,20.0,Fairy,,1,3,Medium Fast,0.4,60.0,0,0,0,Plusle,50.0,311,85.0,75.0,Cheering Pokémon,95.0,405.0,Electric,,1,4.2
370,2,Minus,,Volt Absorb,40.0,142.0,70.0,200.0,50.0,20.0,Fairy,,1,3,Medium Fast,0.4,60.0,0,0,0,Minun,50.0,312,75.0,85.0,Cheering Pokémon,95.0,405.0,Electric,,1,4.2
371,3,Illuminate,Swarm,Prankster,73.0,151.0,70.0,150.0,75.0,15.0,Bug,Human-Like,2,3,Erratic,0.7,65.0,0,0,0,Volbeat,100.0,313,47.0,85.0,Firefly Pokémon,85.0,430.0,Bug,,1,17.7
372,3,Oblivious,Tinted Lens,Prankster,47.0,151.0,70.0,150.0,75.0,15.0,Bug,Human-Like,2,3,Fluctuating,0.6,65.0,0,0,0,Illumise,0.0,314,73.0,85.0,Firefly Pokémon,85.0,430.0,Bug,,1,17.7
373,3,Natural Cure,Poison Point,Leaf Guard,60.0,140.0,70.0,150.0,45.0,20.0,Fairy,Grass,2,3,Medium Slow,0.3,50.0,0,0,0,Roselia,50.0,315,100.0,80.0,Thorn Pokémon,65.0,400.0,Grass,Poison,2,2.0
374,3,Liquid Ooze,Sticky Hold,Gluttony,43.0,60.0,70.0,225.0,53.0,20.0,Amorphous,,1,3,Fluctuating,0.4,70.0,0,0,0,Gulpin,50.0,316,43.0,53.0,Stomach Pokémon,40.0,302.0,Poison,,1,10.3
375,3,Liquid Ooze,Sticky Hold,Gluttony,73.0,163.0,70.0,75.0,83.0,20.0,Amorphous,,1,3,Fluctuating,1.7,100.0,0,0,0,Swalot,50.0,317,73.0,83.0,Poison Bag Pokémon,55.0,467.0,Poison,,1,80.0
376,2,Rough Skin,,Speed Boost,90.0,61.0,35.0,225.0,20.0,20.0,Water 2,,1,3,Slow,0.8,45.0,0,0,0,Carvanha,50.0,318,65.0,20.0,Savage Pokémon,65.0,305.0,Water,Dark,2,20.8
377,2,Rough Skin,,Speed Boost,120.0,161.0,35.0,60.0,40.0,20.0,Water 2,,1,3,Slow,1.8,70.0,0,0,0,Sharpedo,50.0,319,95.0,40.0,Brutal Pokémon,95.0,460.0,Water,Dark,2,88.8
378,1,Strong Jaw,,,140.0,196.0,35.0,60.0,70.0,20.0,Water 2,,1,3,Slow,2.5,70.0,0,0,0,Mega Sharpedo,50.0,319,110.0,65.0,Brutal Pokémon,105.0,560.0,Water,Dark,2,130.3
379,3,Water Veil,Oblivious,Pressure,70.0,80.0,70.0,125.0,35.0,40.0,Field,Water 2,2,3,Fluctuating,2.0,130.0,0,0,0,Wailmer,50.0,320,70.0,35.0,Ball Whale Pokémon,60.0,400.0,Water,,1,130.0
380,3,Water Veil,Oblivious,Pressure,90.0,175.0,70.0,60.0,45.0,40.0,Field,Water 2,2,3,Fluctuating,14.5,170.0,0,0,0,Wailord,50.0,321,90.0,45.0,Float Whale Pokémon,60.0,500.0,Water,,1,398.0
381,3,Oblivious,Simple,Own Tempo,60.0,61.0,70.0,255.0,40.0,20.0,Field,,1,3,Medium Fast,0.7,60.0,0,0,0,Numel,50.0,322,65.0,45.0,Numb Pokémon,35.0,305.0,Fire,Ground,2,24.0
382,3,Magma Armor,Solid Rock,Anger Point,100.0,161.0,70.0,150.0,70.0,20.0,Field,,1,3,Medium Fast,1.9,70.0,0,0,0,Camerupt,50.0,323,105.0,75.0,Eruption Pokémon,40.0,460.0,Fire,Ground,2,220.0
383,1,Sheer Force,,,120.0,196.0,70.0,150.0,100.0,20.0,Field,,1,3,Medium Fast,2.5,70.0,0,0,0,Mega Camerupt,50.0,323,145.0,105.0,Eruption Pokémon,20.0,560.0,Fire,Ground,2,320.5
384,3,White Smoke,Drought,Shell Armor,85.0,165.0,70.0,90.0,140.0,20.0,Field,,1,3,Medium Fast,0.5,70.0,0,0,0,Torkoal,50.0,324,85.0,70.0,Coal Pokémon,20.0,470.0,Fire,,1,80.4
385,3,Thick Fat,Own Tempo,Gluttony,25.0,66.0,70.0,255.0,35.0,20.0,Field,,1,3,Fast,0.7,60.0,0,0,0,Spoink,50.0,325,70.0,80.0,Bounce Pokémon,60.0,330.0,Psychic,,1,30.6
386,3,Thick Fat,Own Tempo,Gluttony,45.0,165.0,70.0,60.0,65.0,20.0,Field,,1,3,Fast,0.9,80.0,0,0,0,Grumpig,50.0,326,90.0,110.0,Manipulate Pokémon,80.0,470.0,Psychic,,1,71.5
387,3,Own Tempo,Tangled Feet,Contrary,60.0,126.0,70.0,255.0,60.0,15.0,Field,Human-Like,2,3,Fast,1.1,60.0,0,0,0,Spinda,50.0,327,60.0,60.0,Spot Panda Pokémon,60.0,360.0,Normal,,1,5.0
388,3,Hyper Cutter,Arena Trap,Sheer Force,100.0,58.0,70.0,255.0,45.0,20.0,Bug,Dragon,2,3,Medium Slow,0.7,45.0,0,0,0,Trapinch,50.0,328,45.0,45.0,Ant Pit Pokémon,10.0,290.0,Ground,,1,15.0
389,1,Levitate,,,70.0,119.0,70.0,120.0,50.0,20.0,Bug,Dragon,2,3,Medium Slow,1.1,50.0,0,0,0,Vibrava,50.0,329,50.0,50.0,Vibration Pokémon,70.0,340.0,Ground,Dragon,2,15.3
390,1,Levitate,,,100.0,234.0,70.0,45.0,80.0,20.0,Bug,Dragon,2,3,Medium Slow,2.0,80.0,0,0,0,Flygon,50.0,330,80.0,80.0,Mystic Pokémon,100.0,520.0,Ground,Dragon,2,82.0
391,2,Sand Veil,,Water Absorb,85.0,67.0,35.0,190.0,40.0,20.0,Grass,Human-Like,2,3,Medium Slow,0.4,50.0,0,0,0,Cacnea,50.0,331,85.0,40.0,Cactus Pokémon,35.0,335.0,Grass,,1,51.3
392,2,Sand Veil,,Water Absorb,115.0,166.0,35.0,60.0,60.0,20.0,Grass,Human-Like,2,3,Medium Slow,1.3,70.0,0,0,0,Cacturne,50.0,332,115.0,60.0,Scarecrow Pokémon,55.0,475.0,Grass,Dark,2,77.4
393,2,Natural Cure,,Cloud Nine,40.0,62.0,70.0,255.0,60.0,20.0,Dragon,Flying,2,3,Erratic,0.4,45.0,0,0,0,Swablu,50.0,333,40.0,75.0,Cotton Bird Pokémon,50.0,310.0,Normal,Flying,2,1.2
394,2,Natural Cure,,Cloud Nine,70.0,172.0,70.0,45.0,90.0,20.0,Dragon,Flying,2,3,Erratic,1.1,75.0,0,0,0,Altaria,50.0,334,70.0,105.0,Humming Pokémon,80.0,490.0,Dragon,Flying,2,20.6
395,1,Pixilate,,,110.0,207.0,70.0,45.0,110.0,20.0,Dragon,Flying,2,3,Erratic,1.5,75.0,0,0,0,Mega Altaria,50.0,334,110.0,105.0,Humming Pokémon,80.0,590.0,Dragon,Fairy,2,20.6
396,2,Immunity,,Toxic Boost,115.0,160.0,70.0,90.0,60.0,20.0,Field,,1,3,Erratic,1.3,73.0,0,0,0,Zangoose,50.0,335,60.0,60.0,Cat Ferret Pokémon,90.0,458.0,Normal,,1,40.3
397,2,Shed Skin,,Infiltrator,100.0,160.0,70.0,90.0,60.0,20.0,Dragon,Field,2,3,Fluctuating,2.7,73.0,0,0,0,Seviper,50.0,336,100.0,60.0,Fang Snake Pokémon,65.0,458.0,Poison,,1,52.5
398,1,Levitate,,,55.0,161.0,70.0,45.0,65.0,25.0,Mineral,,1,3,Fast,1.0,90.0,0,0,0,Lunatone,,337,95.0,85.0,Meteorite Pokémon,70.0,460.0,Rock,Psychic,2,168.0
399,1,Levitate,,,95.0,161.0,70.0,45.0,85.0,25.0,Mineral,,1,3,Fast,1.2,90.0,0,0,0,Solrock,,338,55.0,65.0,Meteorite Pokémon,70.0,460.0,Rock,Psychic,2,154.0
400,3,Oblivious,Anticipation,Hydration,48.0,58.0,70.0,190.0,43.0,20.0,Water 2,,1,3,Medium Fast,0.4,50.0,0,0,0,Barboach,50.0,339,46.0,41.0,Whiskers Pokémon,60.0,288.0,Water,Ground,2,1.9
401,3,Oblivious,Anticipation,Hydration,78.0,164.0,70.0,75.0,73.0,20.0,Water 2,,1,3,Medium Fast,0.9,110.0,0,0,0,Whiscash,50.0,340,76.0,71.0,Whiskers Pokémon,60.0,468.0,Water,Ground,2,23.6
402,3,Hyper Cutter,Shell Armor,Adaptability,80.0,62.0,70.0,205.0,65.0,15.0,Water 1,Water 3,2,3,Fluctuating,0.6,43.0,0,0,0,Corphish,50.0,341,50.0,35.0,Ruffian Pokémon,35.0,308.0,Water,,1,11.5
403,3,Hyper Cutter,Shell Armor,Adaptability,120.0,164.0,70.0,155.0,85.0,15.0,Water 1,Water 3,2,3,Fluctuating,1.1,63.0,0,0,0,Crawdaunt,50.0,342,90.0,55.0,Rogue Pokémon,55.0,468.0,Water,Dark,2,32.8
404,1,Levitate,,,40.0,60.0,70.0,255.0,55.0,20.0,Mineral,,1,3,Medium Fast,0.5,40.0,0,0,0,Baltoy,,343,40.0,70.0,Clay Doll Pokémon,55.0,300.0,Ground,Psychic,2,21.5
405,1,Levitate,,,70.0,175.0,70.0,90.0,105.0,20.0,Mineral,,1,3,Medium Fast,1.5,60.0,0,0,0,Claydol,,344,70.0,120.0,Clay Doll Pokémon,75.0,500.0,Ground,Psychic,2,108.0
406,2,Suction Cups,,Storm Drain,41.0,71.0,70.0,45.0,77.0,30.0,Water 3,,1,3,Erratic,1.0,66.0,0,0,0,Lileep,87.5,345,61.0,87.0,Sea Lily Pokémon,23.0,355.0,Rock,Grass,2,23.8
407,2,Suction Cups,,Storm Drain,81.0,173.0,70.0,45.0,97.0,30.0,Water 3,,1,3,Erratic,1.5,86.0,0,0,0,Cradily,87.5,346,81.0,107.0,Barnacle Pokémon,43.0,495.0,Rock,Grass,2,60.4
408,2,Battle Armor,,Swift Swim,95.0,71.0,70.0,45.0,50.0,30.0,Water 3,,1,3,Erratic,0.7,45.0,0,0,0,Anorith,87.5,347,40.0,50.0,Old Shrimp Pokémon,75.0,355.0,Rock,Bug,2,12.5
409,2,Battle Armor,,Swift Swim,125.0,173.0,70.0,45.0,100.0,30.0,Water 3,,1,3,Erratic,1.5,75.0,0,0,0,Armaldo,87.5,348,70.0,80.0,Plate Pokémon,45.0,495.0,Rock,Bug,2,68.2
410,3,Swift Swim,Oblivious,Adaptability,15.0,40.0,70.0,255.0,20.0,20.0,Dragon,Water 1,2,3,Erratic,0.6,20.0,0,0,0,Feebas,50.0,349,10.0,55.0,Fish Pokémon,80.0,200.0,Water,,1,7.4
411,3,Marvel Scale,Competitive,Cute Charm,60.0,189.0,70.0,60.0,79.0,20.0,Dragon,Water 1,2,3,Erratic,6.2,95.0,0,0,0,Milotic,50.0,350,100.0,125.0,Tender Pokémon,81.0,540.0,Water,,1,162.0
412,1,Forecast,,,70.0,147.0,70.0,45.0,70.0,25.0,Amorphous,Fairy,2,3,Medium Fast,0.3,70.0,0,0,0,Castform,50.0,351,70.0,70.0,Weather Pokémon,70.0,420.0,Normal,,1,0.8
413,1,Forecast,,,70.0,147.0,70.0,45.0,70.0,25.0,Amorphous,Fairy,2,3,Medium Fast,0.3,70.0,0,0,0,Castform Sunny Form,50.0,351,70.0,70.0,Weather Pokémon,70.0,420.0,Fire,,1,0.8
414,1,Forecast,,,70.0,147.0,70.0,45.0,70.0,25.0,Amorphous,Fairy,2,3,Medium Fast,0.3,70.0,0,0,0,Castform Rainy Form,50.0,351,70.0,70.0,Weather Pokémon,70.0,420.0,Water,,1,0.8
415,1,Forecast,,,70.0,147.0,70.0,45.0,70.0,25.0,Amorphous,Fairy,2,3,Medium Fast,0.3,70.0,0,0,0,Castform Snowy Form,50.0,351,70.0,70.0,Weather Pokémon,70.0,420.0,Ice,,1,0.8
416,2,Color Change,,Protean,90.0,154.0,70.0,200.0,70.0,20.0,Field,,1,3,Medium Slow,1.0,60.0,0,0,0,Kecleon,50.0,352,60.0,120.0,Color Swap Pokémon,40.0,440.0,Normal,,1,22.0
417,3,Insomnia,Frisk,Cursed Body,75.0,59.0,35.0,225.0,35.0,25.0,Amorphous,,1,3,Fast,0.6,44.0,0,0,0,Shuppet,50.0,353,63.0,33.0,Puppet Pokémon,45.0,295.0,Ghost,,1,2.3
418,3,Insomnia,Frisk,Cursed Body,115.0,159.0,35.0,45.0,65.0,25.0,Amorphous,,1,3,Fast,1.1,64.0,0,0,0,Banette,50.0,354,83.0,63.0,Marionette Pokémon,65.0,455.0,Ghost,,1,12.5
419,1,Prankster,,,165.0,194.0,35.0,45.0,75.0,25.0,Amorphous,,1,3,Fast,1.2,64.0,0,0,0,Mega Banette,50.0,354,93.0,83.0,Marionette Pokémon,75.0,555.0,Ghost,,1,13.0
420,2,Levitate,,Frisk,40.0,59.0,35.0,190.0,90.0,25.0,Amorphous,,1,3,Fast,0.8,20.0,0,0,0,Duskull,50.0,355,30.0,90.0,Requiem Pokémon,25.0,295.0,Ghost,,1,15.0
421,2,Pressure,,Frisk,70.0,159.0,35.0,90.0,130.0,25.0,Amorphous,,1,3,Fast,1.6,40.0,0,0,0,Dusclops,50.0,356,60.0,130.0,Beckon Pokémon,25.0,455.0,Ghost,,1,30.6
422,3,Chlorophyll,Solar Power,Harvest,68.0,161.0,70.0,200.0,83.0,25.0,Grass,Monster,2,3,Slow,2.0,99.0,0,0,0,Tropius,50.0,357,72.0,87.0,Fruit Pokémon,51.0,460.0,Grass,Flying,2,100.0
423,1,Levitate,,,50.0,159.0,70.0,45.0,80.0,25.0,Amorphous,,1,3,Fast,0.6,75.0,0,0,0,Chimecho,50.0,358,95.0,90.0,Wind Chime Pokémon,65.0,455.0,Psychic,,1,1.0
424,3,Pressure,Super Luck,Justified,130.0,163.0,35.0,30.0,60.0,25.0,Field,,1,3,Medium Slow,1.2,65.0,0,0,0,Absol,50.0,359,75.0,60.0,Disaster Pokémon,75.0,465.0,Dark,,1,47.0
425,1,Magic Bounce,,,150.0,198.0,35.0,30.0,60.0,25.0,Field,,1,3,Medium Slow,1.2,65.0,0,0,0,Mega Absol,50.0,359,115.0,60.0,Disaster Pokémon,115.0,565.0,Dark,,1,49.0
426,2,Shadow Tag,,Telepathy,23.0,52.0,70.0,125.0,48.0,20.0,Undiscovered,,1,3,Medium Fast,0.6,95.0,0,0,0,Wynaut,50.0,360,23.0,48.0,Bright Pokémon,23.0,260.0,Psychic,,1,14.0
427,3,Inner Focus,Ice Body,Moody,50.0,60.0,70.0,190.0,50.0,20.0,Fairy,Mineral,2,3,Medium Fast,0.7,50.0,0,0,0,Snorunt,50.0,361,50.0,50.0,Snow Hat Pokémon,50.0,300.0,Ice,,1,16.8
428,3,Inner Focus,Ice Body,Moody,80.0,168.0,70.0,75.0,80.0,20.0,Fairy,Mineral,2,3,Medium Fast,1.5,80.0,0,0,0,Glalie,50.0,362,80.0,80.0,Face Pokémon,80.0,480.0,Ice,,1,256.5
429,1,Refrigerate,,,120.0,203.0,70.0,75.0,80.0,20.0,Fairy,Mineral,2,3,Medium Fast,2.1,80.0,0,0,0,Mega Glalie,50.0,362,120.0,80.0,Face Pokémon,100.0,580.0,Ice,,1,350.2
430,3,Thick Fat,Ice Body,Oblivious,40.0,58.0,70.0,255.0,50.0,20.0,Field,Water 1,2,3,Medium Slow,0.8,70.0,0,0,0,Spheal,50.0,363,55.0,50.0,Clap Pokémon,25.0,290.0,Ice,Water,2,39.5
431,3,Thick Fat,Ice Body,Oblivious,60.0,144.0,70.0,120.0,70.0,20.0,Field,Water 1,2,3,Medium Slow,1.1,90.0,0,0,0,Sealeo,50.0,364,75.0,70.0,Ball Roll Pokémon,45.0,410.0,Ice,Water,2,87.6
432,3,Thick Fat,Ice Body,Oblivious,80.0,239.0,70.0,45.0,90.0,20.0,Field,Water 1,2,3,Medium Slow,1.4,110.0,0,0,0,Walrein,50.0,365,95.0,90.0,Ice Break Pokémon,65.0,530.0,Ice,Water,2,150.6
433,2,Shell Armor,,Rattled,64.0,69.0,70.0,255.0,85.0,20.0,Water 1,,1,3,Erratic,0.4,35.0,0,0,0,Clamperl,50.0,366,74.0,55.0,Bivalve Pokémon,32.0,345.0,Water,,1,52.5
434,2,Swift Swim,,Water Veil,104.0,170.0,70.0,60.0,105.0,20.0,Water 1,,1,3,Erratic,1.7,55.0,0,0,0,Huntail,50.0,367,94.0,75.0,Deep Sea Pokémon,52.0,485.0,Water,,1,27.0
435,2,Swift Swim,,Hydration,84.0,170.0,70.0,60.0,105.0,20.0,Water 1,,1,3,Erratic,1.8,55.0,0,0,0,Gorebyss,50.0,368,114.0,75.0,South Sea Pokémon,52.0,485.0,Water,,1,22.6
436,3,Swift Swim,Rock Head,Sturdy,90.0,170.0,70.0,25.0,130.0,40.0,Water 1,Water 2,2,3,Slow,1.0,100.0,0,0,0,Relicanth,87.5,369,45.0,65.0,Longevity Pokémon,55.0,485.0,Water,Rock,2,23.4
437,2,Swift Swim,,Hydration,30.0,116.0,70.0,225.0,55.0,20.0,Water 2,,1,3,Fast,0.6,43.0,0,0,0,Luvdisc,25.0,370,40.0,65.0,Rendezvous Pokémon,97.0,330.0,Water,,1,8.7
438,2,Rock Head,,Sheer Force,75.0,60.0,35.0,45.0,60.0,40.0,Dragon,,1,3,Slow,0.6,45.0,0,0,0,Bagon,50.0,371,40.0,30.0,Rock Head Pokémon,50.0,300.0,Dragon,,1,42.1
439,2,Rock Head,,Overcoat,95.0,147.0,35.0,45.0,100.0,40.0,Dragon,,1,3,Slow,1.1,65.0,0,0,0,Shelgon,50.0,372,60.0,50.0,Endurance Pokémon,50.0,420.0,Dragon,,1,110.5
